Xstart,Xstop,Xtime,Xmeasurement,host,topic,decodedXpayload_humidity,decodedXpayload_temperature,time
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2023-04-04T07:05:07.000000Z,mqtt_consumer,grafana,helium/8816220d5c4c/rx,59.90371557183184,1.5812161440451646,2023-04-04T05:05:07.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2023-04-04T07:25:07.000000Z,mqtt_consumer,grafana,helium/8816220d5c4c/rx,59.59853513389791,1.920347905699245,2023-04-04T05:25:07.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2023-04-16T00:18:15.000000Z,mqtt_consumer,grafana,helium/8816220d5c4c/rx,44.63706416418707,23.798352025635158,2023-04-15T22:18:15.000000Z
