Xstart,Xstop,Xtime,Xmeasurement,host,topic,decodedXpayload_humidity,decodedXpayload_temperature,time
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T02:08:46.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,98.46494239719236,12.36133363851377,2022-06-01T00:08:46.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T02:18:45.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,97.90188448920424,12.444113832303351,2022-06-01T00:18:45.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T02:28:44.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,97.93087663080796,12.289234760051883,2022-06-01T00:28:44.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T02:38:43.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,98.4069581139849,12.121004043640802,2022-06-01T00:38:43.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T02:48:42.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,98.11856260013734,12.134355687800417,2022-06-01T00:48:42.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T02:58:41.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,98.50614175631344,12.032883192187384,2022-06-01T00:58:41.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T03:08:40.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,98.7533379110399,12.206454566262302,2022-06-01T01:08:40.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T03:18:39.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,98.36881055924316,12.23315785458152,2022-06-01T01:18:39.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T03:28:38.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,98.23147936217288,12.249179827573052,2022-06-01T01:28:38.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T03:38:37.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,97.99801632715342,12.27588311589227,2022-06-01T01:38:37.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T03:48:36.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,97.91103990234224,12.289234760051883,2022-06-01T01:48:36.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T03:58:35.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,97.9339284351873,12.262531471732665,2022-06-01T01:58:35.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T04:08:34.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,98.09872587167165,12.27588311589227,2022-06-01T02:08:34.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T04:18:33.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,97.9934386205844,12.262531471732665,2022-06-01T02:18:33.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T04:28:32.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,97.75692378118562,12.134355687800417,2022-06-01T02:28:32.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T04:38:31.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,98.29251544975968,11.992828259708553,2022-06-01T02:38:31.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T04:48:30.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,98.28336003662166,11.92072938124666,2022-06-01T02:48:30.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T04:58:29.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,98.27725642786298,11.89402609292744,2022-06-01T02:58:29.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T05:08:28.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,98.00869764248112,11.950102998397805,2022-06-01T03:08:28.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T05:18:27.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,97.82558937972075,12.048905165178915,2022-06-01T03:18:27.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T05:28:26.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,97.5814450293736,12.075608453498134,2022-06-01T03:28:26.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T05:38:25.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,97.50057221332112,12.032883192187384,2022-06-01T03:38:25.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T05:48:24.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,97.50972762645914,11.963454642557409,2022-06-01T03:48:24.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T05:58:21.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,97.3311970702678,11.934081025406272,2022-06-01T03:58:21.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T06:08:23.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,96.93141069657436,11.934081025406272,2022-06-01T04:08:23.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T06:18:21.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,96.59876401922637,11.934081025406272,2022-06-01T04:18:21.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T06:28:20.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,95.70000762951096,12.219806210421917,2022-06-01T04:28:20.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T06:38:19.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,94.47775997558556,12.473487449454488,2022-06-01T04:38:19.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T06:48:18.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,95.18883039597162,12.121004043640802,2022-06-01T04:48:18.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T06:58:17.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,95.2803845273518,12.163729304951552,2022-06-01T04:58:17.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T07:08:16.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,94.36331731136036,12.388036926832989,2022-06-01T05:08:16.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T07:18:15.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,92.98237582970933,13.138399328603036,2022-06-01T05:18:15.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T07:28:14.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,90.81254291599907,13.1944762340734,2022-06-01T05:28:14.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T07:38:13.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,90.89036392767224,13.74723430228122,2022-06-01T05:38:13.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T07:48:12.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,89.6253910124361,13.66178377965972,2022-06-01T05:48:12.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T07:58:11.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,88.11474784466316,14.24124513618677,2022-06-01T05:58:11.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T08:08:10.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,87.80346379797055,14.4522011139086,2022-06-01T06:08:10.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T08:18:09.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,88.24902723735408,14.652475776302737,2022-06-01T06:18:09.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T08:28:07.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,84.38849469748989,15.103761348897535,2022-06-01T06:28:07.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T08:38:07.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,84.18249790188449,15.827420462348364,2022-06-01T06:38:07.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T08:48:05.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,81.538109407187,16.24933241779202,2022-06-01T06:48:05.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T08:58:04.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,80.16937514305333,15.640497444113834,2022-06-01T06:58:04.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T09:08:03.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,79.73449301899748,16.858167391470204,2022-06-01T07:08:03.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T09:18:02.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,75.89227130540932,16.858167391470204,2022-06-01T07:18:02.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T09:28:02.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,75.37193865873198,16.660563057907986,2022-06-01T07:28:02.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T09:38:00.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,73.67055771725032,17.381551842526896,2022-06-01T07:38:00.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T09:47:59.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,73.6064698252842,17.394903486686502,2022-06-01T07:47:59.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T09:57:58.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,74.67307545586328,16.986343175402453,2022-06-01T07:57:58.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T10:07:57.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,75.6221866178378,17.02906843671321,2022-06-01T08:07:57.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T10:17:56.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,76.65369649805447,16.71663996337835,2022-06-01T08:17:56.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T10:27:55.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,74.99961852445259,17.822156099794,2022-06-01T08:27:55.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T10:37:54.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,73.78957808804455,18.444342717631802,2022-06-01T08:37:54.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T10:47:52.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,71.10246433203632,18.65529869535363,2022-06-01T08:47:52.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T10:57:51.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,73.7621118486305,18.201342793926912,2022-06-01T08:57:51.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T11:07:50.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,72.86182955672541,18.41496910048066,2022-06-01T09:07:50.000000Z
2022-06-01T02:00:00.000000Z,2023-04-18T15:52:11.000000Z,2022-06-01T11:17:49.000000Z,mqtt_consumer,grafana,helium/9be094b2b05f/rx,73.61715114061188,17.015716792553597,2022-06-01T09:17:49.000000Z
